@RELATION	training4000

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Politics,582585081606369280,'ed miliband: eu exit threat makes reforms harder to negotiate'
Politics,582585025146658816,'ed miliband: eu exit threat makes reforms harder to negotiate'
Social,582584965898117120,'@germanydiplo ---> i see no problem for russia to cooperate very well with the european union ...'
Politics,582584489668378624,'zulf_radiodude: british nazi burning a european union flag...made in atlantis: ; #funny ã¢â‚¬â¦'
Politics,582584169022287872,'ã¢â‚¬å“@africafactszone: \"no evidence of manipulation in nigeriaã¢â‚¬â„¢s election.\" ã¢â‚¬â€œ eu (european union). source: @vanguardngrnewsã¢â‚¬?how you fit find am'
Politics,582584065909514241,'british nazi burning a european union flag...made in atlantis:  #funny #mensa'
Social,582584056476471296,'european union of #gymnastics set up group to develop sports future strategy   #olympics'
Social,582583785394302976,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup quarter-f...'
Politics,582583757300957185,'#turkey s #accession to the #europeanunion : still a long way to go?  @eu_near @jhahneu'
Politics,582583112825249792,'ed miliband: eu exit threat makes reforms harder to negotiate \n\nbritain needs to build bridges to change the union ã¢â‚¬â¦'
Social,582582739737575424,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup quarter-f...'
Social,582582735677460480,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup quarter-f...'
Politics,582582191521177600,'the fight against legal death >> #legalguardianship >>'
Social,582581913535180800,'ruckme: euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup q...'
Politics,582581817657671680,'very interesting #clingendael conference today on #albania. western balkans on its way to the european union!'
Politics,582581762359844864,'helsinn group receives positive chmp opinion for akynzeoã‚â® (netupitant/palonosetron) for theã¢â‚¬â¦'
Politics,582581696484245504,'nato chief seeks closer cooperation with the european union on new security challenges  #nlu'
Social,582581642667036672,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup qu...  #rugby'
Social,582581638963449856,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge c...  #rugby #rfc'
Social,582581633775087616,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup quarter-f...'
Social,582581626858672129,'bbc rugby news euro campaign significant - humphreys: boss david humphreys says gloucesters european challeng...'
Social,582581625289990144,'[bbc-sport]: euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge ...'
Politics,582581502854090753,'nato chief seeks closer cooperation with the european union'
Economy,582581049672134656,'loopholes and taxation: overseeing a fairer european union by @vestager'
Politics,582581034841079808,'europeã¢â‚¬â„¢s law enforcement chief joins in crypto panic:   the director of europol the european unions law enfo...'
Politics,582580771895918592,'europeã¢â‚¬â„¢s law enforcement chief joins in crypto panic:   the director of europol the european unions law enfo...'
Politics,582580768712601600,'#politics #toryhypocrisy winston churchill great @conservatives prime minister his vision \"united states of europe!\"'
Social,582580630661296128,'fresh #ecuadorian #bicolor #spray #roses\n#logisticfarms\n:'
Social,582580320920309762,'camoron ought to be banged up in the tower for betraying our country and our nation by selling us out to the european union. bloody traitor'
Politics,582580286552084481,'nato chief seeks closer cooperation with the european union: brussels (ap) ã¢â‚¬â€? natos secretary-general w...  #syria'
Politics,582580266415185920,'nato chief seeks closer cooperation with the european union: brussels (ap) ã¢â‚¬â€? natos secretary-general wants mo...'
Politics,582580256566943745,'nato chief seeks closer cooperation with the european union  #sp4zee'
Politics,582580053407477761,'ed miliband: eu exit threat makes reforms harder to negotiate'
Politics,582579587525177345,'nato chief seeks closer cooperation with the european union'
Politics,582579566591381504,'eth nato chief seeks closer cooperation with the european union: natos secretary-general wants more joint act...'
Politics,582579557561028609,'isbpl: #news nato chief seeks closer cooperation with the european union: natos secretary-general wants more ...'
Politics,582579526657388544,'#india #business : nato chief seeks closer cooperation with the european union: natos secretary-general wants...'
Politics,582579448786116608,'found this\"nato chief seeks closer cooperation with the european union\" ã¢â‚¬â¦'
Economy,582579010695237633,'fisheries conservation in mediterranean to be strengthened (european union)'
Politics,582578362700275713,'natoã¢â‚¬â„¢s chief sought to strengthen cooperation with the european union: brussels-natoã¢â‚¬â„¢sã¢â‚¬â¦'
Politics,582578148258263040,'ed miliband: eu exit threat makes reforms harder to negotiate'
Politics,582577817210208256,'#tags for the european union daily is out!  stories via @berlaymont @int_idea @europarltv'
Politics,582577735861702657,'so many people that are pro ukip dont have the slightest clue about the benefits of the european union and believe that idiot farage'
Politics,582577621441077248,'@gdnpolitics: ed miliband: eu exit threat makes reforms harder to negotiate'
Politics,582577372941197313,'nato chief seeks closer cooperation with the european union  #fox23'
Politics,582577249150312450,'nato chief seeks closer cooperation with the european union - abc news'
Politics,582577173405556736,'ars europeã¢â‚¬â„¢s law enforcement chief joins in crypto panic \n\nthe director of europol the european unions law enforcã¢â‚¬â¦'
Politics,582577152501137408,'#nato chief seeks closer cooperation with the european union; \"time has come to spend more on defense\"'
Politics,582576954081026048,'nato chief seeks closer cooperation with the european union'
